Category,Question,Image url,AnswerA,AnswerB,AnswerC,AnswerD,AnswerE,Correct Answer,Correct Letter,Claude-3.5-Sonnet,GPT-4o,Gemini-2.0-Flash
Digestivo y Cirugía General,"Mujer de 36 años sin antecedentes de interés que acude a urgencias por molestias retroesternales con la deglución, sin fiebre ni clínica infecciosa. Refiere un cuadro de años de evolución de episodios intermitentes de detención alimentaria a nivel retroesternal tras la ingesta de sólidos y líquidos. Se acompaña de pérdida de peso progresiva. La analítica sanguínea es normal. En la radiografía de tórax se observa ensanchamiento mediastínico, por lo que se realiza la TC torácica con contraste intravenoso que se muestra en la imagen. ¿Cuál es el diagnóstico más probable?:",https://compitoinclasse.org/simulatori/IMGmir/2203-dom.jpg,Acalasia,Gran divertículo esofágico de Zenker,Espasmo esofágico difuso,Retención alimentaria por tumor submucoso (leiomioma) obstructivo en tercio distal esofá- gico,,Acalasia,A,A,A,A
Digestivo y Cirugía General,"Paciente de 78 años, con antecedentes de sigmoidectomía por diverticulitis hace 12 años. Consulta por distensión abdominal, acompañada de dolor abdominal difuso, náuseas y vómitos alimentarios, con deposiciones escasas líquidas. En la exploración física está afebril, hemodinámicamente estable, con dolor difuso a la palpación del abdomen, que está distendido y timpanizado sin peritonismo. Los ruidos hidroaéreos están aumentados. Los estudios analíticos, que incluyen hemograma, bioquímica, hemostasia y gasometría, son normales. En la Imagen se muestran Rx de abdomen y TAC. ¿Cuál es el diagnóstico?",https://compitoinclasse.org/simulatori/IMGmir/11-dom.jpg,Pseudoobstrucción intestinal.,Oclusión intestinal por bridas.,Isquemia intestinal.,Cáncer de colon.,,Cáncer de colon.,D,D,D,D
Digestivo y Cirugía General,"Mujer de 82 años que acude a urgencias por un cuadro de dolor abdominal localizado en flanco derecho, irradiado a espalda y febrícula de 37,3 ºC. Se realiza ecografía abdominal que en hipocondrio derecho muestra los resultados de la imagen. ¿Cuál es el diagnóstico más probable?:",https://compitoinclasse.org/simulatori/IMGmir/2187-dom.jpg,Colecistitis aguda,Enfermedad de Caroli,Vesícula en porcelana,Cólico biliar,,Colecistitis aguda,A,A,A,A
Digestivo y Cirugía General,"Paciente de 40 años, fumador de 25 paquetes/año. Consumidor de alcohol de 20 UBEs (Unidades de bebida estándar/día) en los últimos meses. Diagnosticado de infección por el VHC hace 8 años sin tratamiento. Relata un cuadcuadro de dolor abdominal de varios días de evolución 2 meses antes por el que no llegó a consultar y que duró aproximadamente 1 semana. Consulta ahora por dolor abdominal inicialmente en epigastrio y posteriormente difuso. En el momento del ingreso se aprecia mal estado general, edemas en extremidades inferiores y un abdomen distendido con signos de ascitis. En la analítica practicada en una muestra de sangre se apreciaron los siguientes datos: creatinina 0,68 mg/dL (0,4- 1,2), glucosa 84 mg/dL (75-115), AST 21 UI/L (0-35), ALT 15 UI/L (0UI/L (0-35), albúmina 21 g/L (35-52), bilirrubina 0,6 mg/dL (03(03-1,2), hemoglobina 10,7 g/dL, plaquetas 288.000/mm3, leucocitos 8.200/mm3, ratio del tiempo de protrombina 1,12 (0,8(0,8-1,2). Se realizó una TC abdominal que se presenta en la imagen asociada y también una paracentesis obteniéndose un líquido amarillento claro con los siguientes datos analíticos: glucosa 68 mg/dL, albúmina 17 g/L, bilirrubina 0,4 mg/dL, amilasa 3200 U/L y 200 células/mm3 (70% neutrófilos). Con los datos disponibles, ¿cuál es, entre los siguientes, el diagnóstico más probable en este caso?",https://compitoinclasse.org/simulatori/IMGmir/246-dom.jpg,Pseudoquiste pancreático con ascitis pancreática.,Neoplasia quística pancreática con ascitis por carcinomatosis.,Peritonitis secundaria por perforación del tubo digestivo.,Descompensación ascítica en paciente con hepatopatía crónica avanzada.,,Pseudoquiste pancreático con ascitis pancreática.,A,D,B,B
Digestivo y Cirugía General,¿Cuál de los siguientes hallazgos NO esperaría encontrar en el líquido que se muestra en la imagen?,https://compitoinclasse.org/simulatori/IMGmir/244-dom.jpg,Triglicéridos 90 mg/dL.,Proteínas totales 3 g/dL.,Leucocitos >500/mm3.,Gradiente de albúmina 0.9 g/dL.,,Triglicéridos 90 mg/dL.,A,A,A,A
Digestivo y Cirugía General,En el paciente anterior ¿cuál de los siguientes tratamientos está indicado?:,https://compitoinclasse.org/simulatori/IMGmir/693-dom.jpg,Drenaje biliar por vía endoscópica retrógrada y quimioterapia sistemica.,Duodenopancretectomia cefálica con resección vascular.,Embolización hepática con esferas cargadas de quimioterapia.,Drenaje biliar transparieto-hepático y quimioterapia sistémica.,Tratamiento con corticoides.,Duodenopancretectomia cefálica con resección vascular.,B,B,A,A
Digestivo y Cirugía General,"Varón de 54 años con antecedentes de asma bronquial. En una TC torácica de control se observan lesiones hepáticas calcificadas. Se completa el estudio con una TC abdominal donde se identifican 3 lesiones quísticas hepáticas. Se realiza enucleación de las 3 lesiones, que miden 8, 3 y 3 cm. En el estudio microscópico se observan membranas acelulares. Se muestra la macroscopia de una de las lesiones. ¿Cuál es el diagnóstico más probable?:",https://compitoinclasse.org/simulatori/IMGmir/2191-dom.jpg,Hemangioma complicado,Hepatocarcinoma calcificado,Quiste hidatídico,Metástasis hepática necrótica,,Quiste hidatídico,C,C,C,C
Digestivo y Cirugía General,"Una mujer de 68 años, diagnosticada de hipercolesterolemia en tratamiento con simvastatina, consulta por disfagia y odinofagia intensas de una semana de evolución. Se realiza una gastroscopia (ver imagen). ¿Cuál de las siguientes afirmaciones es correcta?",https://compitoinclasse.org/simulatori/IMGmir/1393-dom.jpg,La infección por citomegalovirus es la causa más frecuente de estas lesiones en personas inmunocompetentes.,"La presencia de células gigantes y de cuerpos de inclusión eosinofílicos en el estudio histopatológico de las biopsias, confirmarían la etiología candidiásica.","La etiología más probable es farmacológica, dado su tratamiento actual con simvastatina.","Aunque no existen datos de inmunosupresión, no puede descartarse la etiología herpética.",,"Aunque no existen datos de inmunosupresión, no puede descartarse la etiología herpética.",D,D,D,D
Digestivo y Cirugía General,"Hombre de 40 años sin antecedentes de interés. Desde hace 4 semanas, refiere cuadro de deposiciones diarreicas, asociado a ictericia de piel y mucosas, coluria, hipocolia y dolor en hipocondrio derecho, acompañado de pérdida de peso (10 kg aprox) y prurito intenso. En la analítica destaca: Bilirrubina total: 15,3 mg/dl. Alanina-aminotransferasa: 70 U/l Aspartatoaminotransferasa: 85 U/1. Serología para hepatitis negativa y elevación del CA 19-9. Se realiza TC abdominal. Se muestran 3 secciones axiales. En relación a los hallazgos de la prueba radiológica, ¿cuál de las siguientes afirmaciones es cierta?",https://compitoinclasse.org/simulatori/IMGmir/692-dom.jpg,Se observa una masa tumoral en cabeza de páncreas que condiciona dilatación biliar y ductal compatible con adenocarcinoma.,Presencia de engrasamiento difuso del páncreas con Wirsung arrosariado compatible con pancreatitis linfoplasmocitaria.,Se identifica una masa tumoral en infundíbulo vesicular compatible con adenocarcinoma vesicular.,Se observan voluminosas adenopatias tumorales en hilio hepático que producen dilatación de la vía biliar.,Presencia de múltiples lesiones focales hepáticas sólidas compatibles con metástasis hepáticas difusas.,Se observa una masa tumoral en cabeza de páncreas que condiciona dilatación biliar y ductal compatible con adenocarcinoma.,A,A,A,A
Digestivo y Cirugía General,"Paciente de 44 años con lesión (16x8x12 cm) de crecimiento rápido que interesa las partes blandas del tercio proximal del muslo derecho. Refiere que ha empezado a notar la masa, que tiene una consistencia dura y está adherida a planos profundos, en los últimos 6 meses. Previamente hacía deporte habitualmente, llegando a haber terminado alguna maratón. Se observa a la exploración circulación colateral, pero no se palpan adenopatías inguinales derechas. Tras la biopsia se confirma que se trata de un sarcoma pleomórfico indiferenciado de alto grado, que en los estudios de imagen se encuentra proximal al trocánter menor. La TC de extensión es negativa. ¿Cuál sería su actitud terapéutica?:",https://compitoinclasse.org/simulatori/IMGmir/1810-dom.jpg,Desarticulación de la cadera.,Tratamiento con ifosfamida y tamoxifeno durante 6 ciclos previos a la cirugía de resección para reducir el tamaño de la lesión.,Cirugía marginal extirpando la pseudocápsula que suelen formar estos tumores como respuesta a su rápido crecimiento.,Hemipelvectomía derecha modificada.,,Hemipelvectomía derecha modificada.,D,C,C,C
Digestivo y Cirugía General,"El paciente del caso anterior, estando en remisión clínica y ante la elevación persistente de enzimas de colestasis es diagnosticado 4 años más tarde de colangitis esclerosante primaria mediante colangioresonancia magnética; ¿cuándo debe indicar iniciar un programa de cribado de carcinoma colorrectal mediante colonoscopia anual?",https://compitoinclasse.org/simulatori/IMGmir/920-dom.jpg,"A la edad habitual del cribado en la población general, 50 años.",10 años antes de la edad habitual recomendada para el cribado en la población general.,A los 20 años de evolución de la enfermedad.,Entre los 8 y 10 años de evolución de la enfermedad.,En el momento del diagnóstico de la colangitis esclerosante.,En el momento del diagnóstico de la colangitis esclerosante.,E,E,E,E
Digestivo y Cirugía General,Mujer de 84 años con antecedente de colecistectomía que presenta dolor abdominal e ictericia. Se realizó una colangiopancreatografía retrógrada endoscópica (CPRE). ¿Cuál es el diagnóstico correcto?,https://compitoinclasse.org/simulatori/IMGmir/1154-dom.jpg,Síndrome de Mirizzi.,Neoplasia de páncreas.,Coledocolitiasis.,Estenosis postquirúrgica del colédoco.,,Coledocolitiasis.,C,B,B,B
Digestivo y Cirugía General,Paciente de 58 años con clínica de pirosis de larga evolución. Se realiza una endoscopia digestiva alta que se muestra en la imagen. ¿Cuál es el diagnóstico más probable?,https://compitoinclasse.org/simulatori/IMGmir/12-dom.jpg,Esófago de Barrett.,Esofagitis péptica.,Esofagitis eosinofílica.,Enfermedad de Mallory-Weiss.,,Esófago de Barrett.,A,C,A,C
Infecciosas y Microbiología,"Varón de 32 años que está recibiendo profilaxis pre-exposición al VIH. Consulta por presentar desde hace dos días proctalgia intensa, afectación del estado general y fiebre. En la exploración se palpan adenopatías inguinales y se observan las lesiones cutáneas perianales que se muestran en la imagen. ¿Cuál es el diagnóstico más probable?:",https://compitoinclasse.org/simulatori/IMGmir/2190-dom.jpg,Viruela del mono,Herpes genital,Sífilis primaria,Lesiones por primoinfección por VIH,,Viruela del mono,A,A,A,A
Infecciosas y Microbiología,"Hombre de 25 años sin antecedentes personales de interés que acude a la consulta de dermatología porque desde hace 4 semanas nota la aparición de unas pápulas aterciopeladas en la zona perianal (imagen), asintomáticas, que van aumentado en número poco a poco. ¿Cuál de los siguientes diagnósticos es más probable?:",https://compitoinclasse.org/simulatori/IMGmir/2393-dom.jpg,Condiloma lata,Molluscum contagiosum,Condiloma acuminado,Liquen plano,,Condiloma acuminado,C,D,D,D
Infecciosas y Microbiología,"Varón de 56 años con antecedentes de infección por VIH diagnosticada hace unos meses, que es encontrado confuso, desorientado y con hemiparesia derecha. La familia refiere que presenta una pérdida significativa de peso en los últimos 6 meses, así como diarrea frecuente. No ha comenzado tratamiento antirretroviral por deseo personal. Los análisis muestran una carga viral de VIH-1 de 600.000 copias/mL, 130 linfocitos CD4, 900 linfocitos totales y un cociente CD4/CD8 de 0,1. La serología a toxoplasma, la carga viral de CMV y el antígeno criptocócico en sangre son negativos. La RM cerebral se muestra en la figura. ¿Cuál es el diagnóstico más probable?:",https://compitoinclasse.org/simulatori/IMGmir/1991-dom.jpg,Toxoplasmosis cerebral,Linfoma primario del sistema nervioso central,Leucoencefalopatía multifocal progresiva,Encefalitis por CMV,,Linfoma primario del sistema nervioso central,B,C,C,C
Infecciosas y Microbiología,¿Qué tratamiento considera el más indicado?,https://compitoinclasse.org/simulatori/IMGmir/489-dom.jpg,Ceftriaxona 1 g/dia parenteral.,Doxiciclina 100 mg/l2h oral.,Paracetamol 500 mg/6h oral.,Cloranfenicol 500 mg/6h oral.,Amoxicilina/clavulánico l g/8h oral.,Doxiciclina 100 mg/l2h oral.,B,B,B,B
Infecciosas y Microbiología,"Un paciente de 25 años consulta por una clínica de fiebre de hasta 39°C y diarrea de unos 5 días de evolución. Explica que hace 2 meses realizó un viaje de tres semanas por diversas zonas rurales de la India. Asegura que hizo profilaxis con mefloquina semanal antes, durante y 4 semanas después del viaje, sin olvidar ninguna toma. Entre las diversas pruebas se realiza una extensión de sangre periférica cuyos hallazgos se muestran en la imagen nº 12. ¿Cuál es la mejor de las siguientes afirmaciones?",https://compitoinclasse.org/simulatori/IMGmir/941-dom.jpg,Se pueden apreciar 2 trofozoitos de P. vivax.,Se obsérvala varios granulocitos en diferentes estadios de maduración.,Lo más sugestivo es que se trate de esquizontes de P. falciparum.,Se observan hematíes fragmentados y cuerpos de Howell-Jolly.,Se trata de eritroblastos circulantes.,Se pueden apreciar 2 trofozoitos de P. vivax.,A,D,D,D
Infecciosas y Microbiología,"Un hombre de 47 años, fumador activo, con historia de abuso de drogas por vía parenteral acude a Urgencias por un cuadro de 2 horas de evolución de dolor costal izquierdo pleurítico de inicio agudo y disnea progresiva hasta hacerse de reposo. En las 2 semanas previas había presentado febrícula, malestar general y tos seca. A la exploración el paciente impresiona de gravedad, está taquipneico a 36 rpm, con tiraje supraclavicular, saturación de oxígeno por pulsioximetría de 81%, cianosis, sudoración, taquicardia a 135 latidos por minuto y PA de 75/47 mm Hg. La tráquea está desviada hacia el lado derecho y la auscultación demuestra ausencia completa de murmullo vesicular en hemitórax izquierdo. Se realiza una serología VIH que resulta positiva y presenta un recuento de linfocitos CD4 de 176 celulas/mL ¿Cuál es el diagnóstico más probable?",https://compitoinclasse.org/simulatori/IMGmir/249-dom.jpg,Rotura de bulla enfisematosa subpleural.,Neumonía bacteriana necrotizante adquirida en la comunidad.,Tuberculosis pulmonar.,Neumonía por Pneumocystis jiroveci.,,Neumonía por Pneumocystis jiroveci.,D,B,B,B
Infecciosas y Microbiología,Un hombre de 40 años de origen magrebí consultó por molestias inespecíficas en epigastrio de 6 meses de evolución. No tenía historia de consumo de alcohol. En la exploración presentaba una masa palpable epigástrica como único hallazgo. La serología de virus de hepatitis B y C fue negativa. La ecografía y tomografía computerizada hepáticas realizadas se muestran en la imagen. ¿Qué prueba diagnóstica contribuye a confirmar el diagnóstico?,https://compitoinclasse.org/simulatori/IMGmir/923-dom.jpg,Resonancia magnética nuclear.,Determinación de alfa-fetoproteína y antigeno carcinoembrionario.,Serología de Echinococcus granulosus.,Serología de Entamoeba histolytica.,Biopsia percutánea.,Serología de Echinococcus granulosus.,C,B,B,C
Cardiología y Cirugía Cardiaca,"Mujer de 69 años que acude a consulta externa de cardiología refiriendo disnea limitante de moderados-pequeños esfuerzos instaurada en los últimos meses. El electrocardiograma muestra fibrilación auricular con respuesta ventricular controlada. A la exploración destaca un soplo diastólico, Realizamos un ecocardiograma transtorácico. ¿Cuál cree que es el diagnóstico más probable de esta paciente?",https://compitoinclasse.org/simulatori/IMGmir/1152-dom.jpg,Endocarditis bacteriana.,Estenosis mitral.,Miocardiopatía hipertrófica.,Insuficiencia aórtica.,,Estenosis mitral.,B,B,B,B
Cardiología y Cirugía Cardiaca,"Hombre de 83 años que acude a urgencias por astenia, malestar general y diarrea. Antecedentes de HTA, diabético con enfermedad renal crónica (EFG 32 mL/min) e insuficiencia cardíaca (FE 30%). En tratamiento con digoxina, nebivolol, furosemida, alopurinol, espironolactona, enalapril, atorvastatina y sitagliptina. En la exploración destacan signos de deshidratación de mucosas. PA 90/44 mm/Hg, FC 67 lpm. Análisis: Hb 10,8 g/dL, glucosa 156 mg/dL, urea 125 mg/dL, creatinina 3,25 mg/dL, K 7,5 mEq/L, Na 138 mEq/L, pH 7,31, bicarbonato 16 mmol/L. Se realiza el siguiente ECG. ¿Cuál es la primera medida a instaurar en este paciente?",https://compitoinclasse.org/simulatori/IMGmir/1162-dom.jpg,Administrar gluconato cálcico al 10% iv.,Corregir la acidosis metabólica con bicarbonato iv.,Retirada de fármacos y añadir resinas de intercambio iónico.,Hemodiálisis.,,Administrar gluconato cálcico al 10% iv.,A,C,C,C
Cardiología y Cirugía Cardiaca,"Una mujer de 35 años acude a consulta porque presenta dolor torácico al esfuerzo. No tiene factores de riesgo cardiovascular. Se ausculta un soplo sistólico en foco aórtico que aumenta con la maniobra de Valsalva. El ECG muestra ritmo sinusal, ondas Q, trastornos de la repolarización y criterios de hipertrofia ventricular izquierda. En la figura puede apreciarse una imagen de su ecocardiografía. Señale la opción FALSA:",https://compitoinclasse.org/simulatori/IMGmir/241-dom.jpg,Se trata de una enfermedad hereditaria.,Esta enfermedad se asocia a muerte súbita.,La fibrilación auricular tiene una mayor incidencia en las personas con esta enfermedad.,La disnea no aparecerá hasta que la paciente desarrolle disfunción sistólica ventricular izquierda.,,La disnea no aparecerá hasta que la paciente desarrolle disfunción sistólica ventricular izquierda.,D,A,A,A
Cardiología y Cirugía Cardiaca,¿Cuál es el diagnóstico de sospecha de la siguiente imagen ecocardiográfica?,https://compitoinclasse.org/simulatori/IMGmir/1161-dom.jpg,Disección aórtica.,Estenosis aórtica.,Endocarditis aórtica.,Mixoma valvular aórtico.,,Endocarditis aórtica.,C,B,B,B
Cardiología y Cirugía Cardiaca,"Hombre de 56 años con antecedentes de hipertensión arterial y cáncer de colon con metástasis hepáticas, actualmente en tratamiento quimioterápico. Acude a urgencias por disnea. Constantes: frecuencia cardiaca 110 lpm, tensión arterial 115/55 mmHg, frecuencia respiratoria 29 rpm, SatO2 89 %. Exploración: uso de musculatura respiratoria accesoria, murmullo vesicular conservado en todos los campos. La primera prueba diagnóstica de la que se dispone es el electrocardiograma. ¿Cuál es la sospecha clínica más probable?:",https://compitoinclasse.org/simulatori/IMGmir/1631-dom.jpg,Fibrilación auricular.,Tromboembolismo pulmonar.,Síndrome coronario sin elevación del segmento ST (SCASEST).,Infarto agudo de miocardio de cara diafragmática.,,Tromboembolismo pulmonar.,B,A,A,A
Cardiología y Cirugía Cardiaca,"Varón de 57 años, sin factores de riesgo cardiovascular conocidos, que acude a su consulta aquejando disnea de esfuerzo estable de varios meses de evolución. Aporta electrocardiograma de 12 derivaciones (imagen) y en la exploración física se ausculta un soplo sistólico en borde paraesternal izquierdo, cuya intensidad y duración aumentan durante la maniobra de Valsalva. De entre las siguientes patologías cardiacas ¿cuál es el diagnóstico más probable?:",https://compitoinclasse.org/simulatori/IMGmir/2184-dom.jpg,Insuficiencia tricuspídea,Estenosis aórtica,Miocardiopatía hipertrófica,Insuficiencia mitral,,Miocardiopatía hipertrófica,C,A,A,A
Cardiología y Cirugía Cardiaca,"Hombre de 56 años, fumador activo, no hipertenso ni dislipémico, que consulta porque hace 7 días presentó malestar general con dolor centrotorácico y disnea de esfuerzo, encontrándose asintomático en el momento de la consulta. ¿Cuál es el diagnóstico más probable, según el trazado electrocardiográfico?:",https://compitoinclasse.org/simulatori/IMGmir/1622-dom.jpg,Tromboembolismo pulmonar.,Miocardiopatía hipertrófica.,Necrosis e isquemia subepicárdica anterior.,Miopericarditis aguda.,,Necrosis e isquemia subepicárdica anterior.,C,B,B,B
